Serial No.,College Name,Course Name,Cutoff Mark
684,Sasurie College of Engineering - [SCE],MBA Human Resource Management,69
684,Sasurie College of Engineering - [SCE],MBA Marketing,69
685,Selvam College of Technology - [SCT],BE Electronics & Communication Engineering,74622
685,Selvam College of Technology - [SCT],BE Biomedical Engineering,81410
685,Selvam College of Technology - [SCT],B.Tech Information Technology,84193
685,Selvam College of Technology - [SCT],B.Tech Biotechnology,85545
685,Selvam College of Technology - [SCT],BE Computer Science and Engineering,99318
685,Selvam College of Technology - [SCT],MBA,3
686,Shivalik College of Engineering - [SCE],No data found,No data found
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Biotechnology,35612
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Artificial Intelligence and Machine Learning,37905
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Cyber Security,38459
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Aeronautical Engineering,38513
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Electronics & Communication Engineering,38528
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Biotechnology,35612
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Artificial Intelligence and Machine Learning,37905
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Cyber Security,38459
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Aeronautical Engineering,38513
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Electronics & Communication Engineering,38528
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Biotechnology,10972
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Aeronautical Engineering,22372
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Cyber Security,25724
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Artificial Intelligence and Machine Learning,-
687,Silver Oak College of Engineering and Technology - [SOCET],B.Tech Computer Engineering,-
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE Biotechnology
Compare",98.96
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE Computer Engineering
Compare",94.84
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE (Information Technology)
Compare",94.06
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE Electronics & Telecom Engineering
Compare",89.89
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE Chemical Engineering
Compare",74.93
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"MBA
Compare",82.22
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE Computer Engineering
Compare",7500
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE (Information Technology)
Compare",8805
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE Electronics & Telecom Engineering
Compare",16585
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE Biotechnology
Compare",40913
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE Chemical Engineering
Compare",41211
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE Computer Engineering
Compare",7500
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE (Information Technology)
Compare",8805
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE Electronics & Telecom Engineering
Compare",16585
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE Biotechnology
Compare",40913
688,Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,"BE Chemical Engineering
Compare",41211
689,Sree Buddha College of Engineering Pattoor - [SBCE],B.Tech Computer Science Engineering,37600
689,Sree Buddha College of Engineering Pattoor - [SBCE],B.Tech Electronics & Communication Engineering,41765
689,Sree Buddha College of Engineering Pattoor - [SBCE],B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),44502
690,Sree Narayana Gurukulam College of Engineering - [SNGCE],B.Tech Computer Science Engineering,34578
690,Sree Narayana Gurukulam College of Engineering - [SNGCE],B.Tech Electronics & Communication Engineering,42563
690,Sree Narayana Gurukulam College of Engineering - [SNGCE],B.Tech Naval Architecture and Ship Building,48832
691,Sree Sastha Institute of Engineering and Technology,BE Biomedical Engineering,58311
691,Sree Sastha Institute of Engineering and Technology,BE Electronics & Communication Engineering,59673
691,Sree Sastha Institute of Engineering and Technology,B.Tech Food Technology,66175
691,Sree Sastha Institute of Engineering and Technology,B.Tech Biotechnology,89846
691,Sree Sastha Institute of Engineering and Technology,BE Computer Science and Engineering,101894
691,Sree Sastha Institute of Engineering and Technology,MBA Finance,27
691,Sree Sastha Institute of Engineering and Technology,MBA Marketing,27
691,Sree Sastha Institute of Engineering and Technology,MBA Operations Management,27
691,Sree Sastha Institute of Engineering and Technology,MBA Systems Management,27
691,Sree Sastha Institute of Engineering and Technology,MBA Human Resource,27
692,Sri Siddhartha Institute of Technology - [SSIT],"BE Computer Science and Engineering
Compare",36157
692,Sri Siddhartha Institute of Technology - [SSIT],"BE Artificial Intelligence & Machine Learning
Compare",37341
692,Sri Siddhartha Institute of Technology - [SSIT],"BE Data Science
Compare",42415
692,Sri Siddhartha Institute of Technology - [SSIT],"BE Information Science & Engineering
Compare",44901
692,Sri Siddhartha Institute of Technology - [SSIT],"BE Cyber Security
Compare",45011
692,Sri Siddhartha Institute of Technology - [SSIT],"MCA
Compare",3255
692,Sri Siddhartha Institute of Technology - [SSIT],"M.Tech Computer Aided Design of Structures CADS
Compare",3502
692,Sri Siddhartha Institute of Technology - [SSIT],"M.Tech VLSI Design & Embedded System
Compare",4275
692,Sri Siddhartha Institute of Technology - [SSIT],"M.Tech Computer Science and Engineering
Compare",5858
692,Sri Siddhartha Institute of Technology - [SSIT],"M.Tech Product Design & Management
Compare",-
693,Tamilnadu College of Engineering - [TNCE],BE Instrumentation & Control Engineering,74221
693,Tamilnadu College of Engineering - [TNCE],BE Computer Science and Engineering,94589
693,Tamilnadu College of Engineering - [TNCE],B.Tech Information Technology,103012
693,Tamilnadu College of Engineering - [TNCE],B.Tech Artificial Intelligence and Data Science,103064
693,Tamilnadu College of Engineering - [TNCE],BE Electronics & Communication Engineering,103791
693,Tamilnadu College of Engineering - [TNCE],MBA,56
694,Thangavelu Engineering College,BE Computer Science and Engineering,97857
694,Thangavelu Engineering College,B.Tech Information Technology,98437
694,Thangavelu Engineering College,B.Tech Artificial Intelligence and Data Science,99861
694,Thangavelu Engineering College,BE Mechanical Engineering,-
694,Thangavelu Engineering College,BE Electronics and Instrumentation Engineering,-
694,Thangavelu Engineering College,MBA Finance,11.273
694,Thangavelu Engineering College,MBA Human Resource Management,11.273
694,Thangavelu Engineering College,MBA Operations Management,11.273
694,Thangavelu Engineering College,MBA Systems Management,11.273
694,Thangavelu Engineering College,MBA Marketing Management,11.273
695,Hyderabad Institute of Technology and Management - [HITAM],"B.Tech Computer Science Engineering
Compare",35312
695,Hyderabad Institute of Technology and Management - [HITAM],"B.Tech Data Science
Compare",42155
695,Hyderabad Institute of Technology and Management - [HITAM],"B.Tech Electronics & Communication Engineering
Compare",47438
695,Hyderabad Institute of Technology and Management - [HITAM],"B.Tech Electrical and Electronics Engineering
Compare",79717
695,Hyderabad Institute of Technology and Management - [HITAM],"B.Tech Mechanical Engineering
Compare",96893
695,Hyderabad Institute of Technology and Management - [HITAM],"B.Tech Artificial Intelligence and Machine Learning
Compare",106895
696,Vemu Institute of Technology - [VEMU],B.Tech Artificial Intelligence,131789
696,Vemu Institute of Technology - [VEMU],B.Tech Computer Science Engineering,136512
696,Vemu Institute of Technology - [VEMU],B.Tech Electronics & Communication Engineering,162530
696,Vemu Institute of Technology - [VEMU],B.Tech Mechanical Engineering,163621
696,Vemu Institute of Technology - [VEMU],B.Tech Electrical and Electronics Engineering,164117
696,Vemu Institute of Technology - [VEMU],Diploma in Electronics and Communication Engineering,72470
696,Vemu Institute of Technology - [VEMU],Diploma in Computer Engineering,114435
696,Vemu Institute of Technology - [VEMU],Diploma in Electrical & Electronics Engineering,-
696,Vemu Institute of Technology - [VEMU],MCA,24089
696,Vemu Institute of Technology - [VEMU],M.Tech Machine Design,10377
697,Kalaignar karunanidhi Institute of Technology - [KIT],"B.Tech Computer Science and Business Systems
Compare",8735
697,Kalaignar karunanidhi Institute of Technology - [KIT],"BE Electronics & Communication Engineering
Compare",17436
697,Kalaignar karunanidhi Institute of Technology - [KIT],"B.Tech Agricultural Engineering
Compare",22032
697,Kalaignar karunanidhi Institute of Technology - [KIT],"BE Computer Science and Engineering
Compare",24148
697,Kalaignar karunanidhi Institute of Technology - [KIT],"BE Aeronautical Engineering
Compare",24502
697,Kalaignar karunanidhi Institute of Technology - [KIT],"MCA
Compare",1640
698,Patel College of Science and Technology - [PCST],BE Computer Science and Engineering,1004721
698,Patel College of Science and Technology - [PCST],BE Computer Science and Engineering,1050637
699,Career Point University - [CPU],No data found,No data found
700,Sri Sai University - [SSU],No data found,No data found
701,Sri Guru Granth Sahib World University - [SGGSWU],No data found,No data found
702,Sir Padampat Singhania University - [SPSU],No data found,No data found
703,Vinayaka Missions University - [VMU],No data found,No data found
704,Jyothy Institute of Technology - [JIT],"BE Computer Science and Engineering
Compare",38224
704,Jyothy Institute of Technology - [JIT],"BE Artificial Intelligence & Machine Learning
Compare",48847
704,Jyothy Institute of Technology - [JIT],"BE Information Science & Engineering
Compare",49398
704,Jyothy Institute of Technology - [JIT],"BE Electronics & Communication Engineering
Compare",54239
704,Jyothy Institute of Technology - [JIT],"BE Mechanical Engineering
Compare",112202
704,Jyothy Institute of Technology - [JIT],"BE Artificial Intelligence & Machine Learning
Compare",56566
704,Jyothy Institute of Technology - [JIT],"BE Computer Science and Engineering
Compare",57447
704,Jyothy Institute of Technology - [JIT],"BE Civil Engineering
Compare",59489
704,Jyothy Institute of Technology - [JIT],"BE Information Science & Engineering
Compare",65726
704,Jyothy Institute of Technology - [JIT],"BE Electronics & Communication Engineering
Compare",100726
704,Jyothy Institute of Technology - [JIT],"M.Tech Food Technology
Compare",3659
704,Jyothy Institute of Technology - [JIT],"M.Tech Structural Engineering
Compare",5603
704,Jyothy Institute of Technology - [JIT],"M.Tech Computer Science and Engineering
Compare",5816
705,College of Engineering Perumon,B.Tech Computer Science Engineering,18311
705,College of Engineering Perumon,B.Tech Electronics & Communication Engineering,26167
705,College of Engineering Perumon,B.Tech Electrical and Electronics Engineering,35965
705,College of Engineering Perumon,B.Tech Mechanical Engineering,44078
706,Sreyas Institute of Engineering and Technology - [SIET],"B.Tech Computer Science Engineering
Compare",39610
706,Sreyas Institute of Engineering and Technology - [SIET],"B.Tech Electronics & Communication Engineering
Compare",44985
706,Sreyas Institute of Engineering and Technology - [SIET],"B.Tech Mechanical Engineering
Compare",137937
706,Sreyas Institute of Engineering and Technology - [SIET],"B.Tech Artificial Intelligence and Machine Learning
Compare",148349
